Image_Name,Start_x,Start_y,End_x,End_y,Car_Name,Orig_img_height,Orig_img_width,Image_Path
00045.jpg,100.0,52.0,719.0,405.0,Volkswagen Golf Hatchback 1991,405,720,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Volkswagen Golf Hatchback 1991/00045.jpg
00046.jpg,90.0,177.0,659.0,425.0,BMW M5 Sedan 2010,511,768,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW M5 Sedan 2010/00046.jpg
00047.jpg,22.0,174.0,951.0,604.0,Chevrolet Silverado 1500 Regular Cab 2012,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Silverado 1500 Regular Cab 2012/00047.jpg
00048.jpg,47.0,95.0,848.0,622.0,Dodge Caravan Minivan 1997,682,912,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Caravan Minivan 1997/00048.jpg
00049.jpg,17.0,139.0,484.0,335.0,Audi TT RS Coupe 2012,387,510,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi TT RS Coupe 2012/00049.jpg
00050.jpg,63.0,131.0,950.0,610.0,Nissan Leaf Hatchback 2012,684,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Nissan Leaf Hatchback 2012/00050.jpg
00051.jpg,48.0,32.0,451.0,300.0,Hyundai Genesis Sedan 2012,331,500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Genesis Sedan 2012/00051.jpg
00052.jpg,24.0,57.0,286.0,188.0,Hyundai Sonata Hybrid Sedan 2012,225,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Sonata Hybrid Sedan 2012/00052.jpg
00053.jpg,12.0,10.0,634.0,318.0,Volkswagen Golf Hatchback 1991,334,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Volkswagen Golf Hatchback 1991/00053.jpg
00054.jpg,6.0,22.0,254.0,174.0,Lincoln Town Car Sedan 2011,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Lincoln Town Car Sedan 2011/00054.jpg
00055.jpg,84.0,169.0,561.0,443.0,Suzuki Aerio Sedan 2007,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Suzuki Aerio Sedan 2007/00055.jpg
00056.jpg,40.0,28.0,618.0,395.0,GMC Yukon Hybrid SUV 2012,428,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/GMC Yukon Hybrid SUV 2012/00056.jpg
00057.jpg,56.0,68.0,605.0,407.0,Chevrolet Silverado 1500 Regular Cab 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Silverado 1500 Regular Cab 2012/00057.jpg
00058.jpg,109.0,41.0,548.0,301.0,Hyundai Veloster Hatchback 2012,366,650,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Veloster Hatchback 2012/00058.jpg
00059.jpg,21.0,55.0,241.0,164.0,Honda Accord Coupe 2012,183,275,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Honda Accord Coupe 2012/00059.jpg
00060.jpg,41.0,150.0,602.0,331.0,BMW M6 Convertible 2010,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW M6 Convertible 2010/00060.jpg
00061.jpg,3.0,1.0,291.0,209.0,BMW M5 Sedan 2010,209,292,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW M5 Sedan 2010/00061.jpg
00062.jpg,38.0,51.0,225.0,163.0,GMC Terrain SUV 2012,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/GMC Terrain SUV 2012/00062.jpg
00063.jpg,2.0,5.0,495.0,207.0,Nissan 240SX Coupe 1998,212,500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Nissan 240SX Coupe 1998/00063.jpg
00064.jpg,21.0,69.0,286.0,214.0,BMW X3 SUV 2012,225,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW X3 SUV 2012/00064.jpg
00065.jpg,6.0,7.0,482.0,425.0,Chevrolet Express Cargo Van 2007,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Express Cargo Van 2007/00065.jpg
00066.jpg,56.0,136.0,965.0,561.0,Suzuki SX4 Hatchback 2012,614,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Suzuki SX4 Hatchback 2012/00066.jpg
00067.jpg,17.0,37.0,544.0,290.0,Toyota Corolla Sedan 2012,307,593,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Toyota Corolla Sedan 2012/00067.jpg
00068.jpg,31.0,92.0,470.0,331.0,Dodge Caliber Wagon 2012,375,500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Caliber Wagon 2012/00068.jpg
00069.jpg,27.0,93.0,765.0,475.0,Bentley Continental GT Coupe 2007,533,800,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Bentley Continental GT Coupe 2007/00069.jpg
00070.jpg,23.0,22.0,364.0,260.0,Audi 100 Wagon 1994,279,384,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi 100 Wagon 1994/00070.jpg
00071.jpg,54.0,36.0,430.0,339.0,Chrysler Aspen SUV 2009,360,480,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chrysler Aspen SUV 2009/00071.jpg
00072.jpg,239.0,210.0,1155.0,689.0,Hyundai Genesis Sedan 2012,782,1280,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Genesis Sedan 2012/00072.jpg
00073.jpg,57.0,109.0,951.0,675.0,Cadillac CTS-V Sedan 2012,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Cadillac CTS-V Sedan 2012/00073.jpg
00074.jpg,19.0,50.0,599.0,367.0,Hyundai Veloster Hatchback 2012,433,620,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Veloster Hatchback 2012/00074.jpg
00075.jpg,33.0,92.0,596.0,436.0,Nissan Leaf Hatchback 2012,479,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Nissan Leaf Hatchback 2012/00075.jpg
00076.jpg,11.0,13.0,84.0,60.0,AM General Hummer SUV 2000,64,96,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/AM General Hummer SUV 2000/00076.jpg
00077.jpg,16.0,13.0,657.0,413.0,Jeep Patriot SUV 2012,584,960,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Jeep Patriot SUV 2012/00077.jpg
00078.jpg,5.0,51.0,197.0,147.0,Chevrolet HHR SS 2010,150,200,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet HHR SS 2010/00078.jpg
00079.jpg,144.0,117.0,871.0,527.0,Chevrolet Sonic Sedan 2012,573,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Sonic Sedan 2012/00079.jpg
00080.jpg,6.0,99.0,624.0,381.0,Ram C/V Cargo Van Minivan 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ram C-V Cargo Van Minivan 2012/00080.jpg
00081.jpg,6.0,7.0,215.0,118.0,Ram C/V Cargo Van Minivan 2012,119,219,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ram C-V Cargo Van Minivan 2012/00081.jpg
00082.jpg,16.0,14.0,145.0,106.0,Audi 100 Sedan 1994,120,160,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi 100 Sedan 1994/00082.jpg
00083.jpg,31.0,142.0,307.0,279.0,Fisker Karma Sedan 2012,332,500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Fisker Karma Sedan 2012/00083.jpg
00084.jpg,200.0,44.0,518.0,207.0,Buick Enclave SUV 2012,223,670,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Buick Enclave SUV 2012/00084.jpg
00085.jpg,38.0,114.0,619.0,345.0,Acura ZDX Hatchback 2012,388,641,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Acura ZDX Hatchback 2012/00085.jpg
00086.jpg,157.0,592.0,1300.0,1087.0,Volvo XC90 SUV 2007,1200,1600,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Volvo XC90 SUV 2007/00086.jpg
00087.jpg,344.0,156.0,1352.0,998.0,Geo Metro Convertible 1993,1200,1600,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Geo Metro Convertible 1993/00087.jpg
00088.jpg,91.0,11.0,547.0,328.0,Daewoo Nubira Wagon 2002,416,555,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Daewoo Nubira Wagon 2002/00088.jpg
00089.jpg,82.0,95.0,970.0,596.0,Volkswagen Beetle Hatchback 2012,686,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Volkswagen Beetle Hatchback 2012/00089.jpg
00090.jpg,32.0,91.0,582.0,360.0,Dodge Challenger SRT8 2011,441,588,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Challenger SRT8 2011/00090.jpg
00091.jpg,47.0,38.0,259.0,155.0,Cadillac CTS-V Sedan 2012,174,289,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Cadillac CTS-V Sedan 2012/00091.jpg
00092.jpg,112.0,53.0,570.0,360.0,Jeep Wrangler SUV 2012,426,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Jeep Wrangler SUV 2012/00092.jpg
00093.jpg,70.0,110.0,759.0,506.0,Daewoo Nubira Wagon 2002,533,800,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Daewoo Nubira Wagon 2002/00093.jpg
00094.jpg,10.0,21.0,689.0,526.0,Dodge Charger Sedan 2012,583,700,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Charger Sedan 2012/00094.jpg
00095.jpg,214.0,491.0,1324.0,838.0,Toyota Camry Sedan 2012,938,1500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Toyota Camry Sedan 2012/00095.jpg
00096.jpg,28.0,1.0,434.0,316.0,Chevrolet Corvette Convertible 2012,326,434,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Corvette Convertible 2012/00096.jpg
00097.jpg,9.0,31.0,380.0,215.0,Ford Focus Sedan 2007,234,400,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford Focus Sedan 2007/00097.jpg
00098.jpg,1.0,42.0,595.0,432.0,Ford F-150 Regular Cab 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford F-150 Regular Cab 2012/00098.jpg
00099.jpg,47.0,115.0,920.0,614.0,Lamborghini Gallardo LP 570-4 Superleggera 2012,648,950,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Lamborghini Gallardo LP 570-4 Superleggera 2012/00099.jpg
00100.jpg,33.0,70.0,234.0,164.0,Dodge Magnum Wagon 2008,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Magnum Wagon 2008/00100.jpg
00101.jpg,29.0,87.0,618.0,421.0,Toyota 4Runner SUV 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Toyota 4Runner SUV 2012/00101.jpg
00102.jpg,11.0,39.0,296.0,200.0,Audi S5 Convertible 2012,225,300,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi S5 Convertible 2012/00102.jpg
00103.jpg,82.0,77.0,1044.0,660.0,BMW M3 Coupe 2012,740,1111,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW M3 Coupe 2012/00103.jpg
00104.jpg,1.0,85.0,576.0,300.0,Dodge Ram Pickup 3500 Quad Cab 2009,432,576,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Ram Pickup 3500 Quad Cab 2009/00104.jpg
00105.jpg,68.0,7.0,450.0,309.0,Honda Accord Sedan 2012,318,520,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Honda Accord Sedan 2012/00105.jpg
00106.jpg,24.0,33.0,397.0,225.0,Isuzu Ascender SUV 2008,280,433,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Isuzu Ascender SUV 2008/00106.jpg
00107.jpg,20.0,57.0,996.0,748.0,BMW M6 Convertible 2010,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW M6 Convertible 2010/00107.jpg
00108.jpg,157.0,291.0,848.0,525.0,Hyundai Veloster Hatchback 2012,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Veloster Hatchback 2012/00108.jpg
00109.jpg,79.0,100.0,1344.0,700.0,BMW 3 Series Wagon 2012,842,1600,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW 3 Series Wagon 2012/00109.jpg
00110.jpg,37.0,45.0,744.0,554.0,Audi S6 Sedan 2011,573,773,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi S6 Sedan 2011/00110.jpg
00111.jpg,85.0,52.0,379.0,242.0,Scion xD Hatchback 2012,342,455,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Scion xD Hatchback 2012/00111.jpg
00112.jpg,121.0,293.0,820.0,580.0,Audi RS 4 Convertible 2008,598,900,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi RS 4 Convertible 2008/00112.jpg
00113.jpg,156.0,87.0,1160.0,741.0,Nissan Juke Hatchback 2012,860,1280,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Nissan Juke Hatchback 2012/00113.jpg
00114.jpg,54.0,66.0,483.0,292.0,BMW X6 SUV 2012,318,520,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW X6 SUV 2012/00114.jpg
00115.jpg,109.0,327.0,938.0,648.0,Mercedes-Benz E-Class Sedan 2012,678,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Mercedes-Benz E-Class Sedan 2012/00115.jpg
00116.jpg,59.0,150.0,611.0,458.0,Land Rover Range Rover SUV 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Land Rover Range Rover SUV 2012/00116.jpg
00117.jpg,5.0,42.0,494.0,298.0,Bugatti Veyron 16.4 Coupe 2009,322,500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Bugatti Veyron 16.4 Coupe 2009/00117.jpg
00118.jpg,13.0,127.0,629.0,415.0,Chevrolet Impala Sedan 2007,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Impala Sedan 2007/00118.jpg
00119.jpg,361.0,347.0,1189.0,747.0,Aston Martin V8 Vantage Coupe 2012,800,1200,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Aston Martin V8 Vantage Coupe 2012/00119.jpg
00120.jpg,14.0,63.0,275.0,188.0,BMW 6 Series Convertible 2007,220,293,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW 6 Series Convertible 2007/00120.jpg
00121.jpg,47.0,164.0,1015.0,754.0,Chevrolet Silverado 1500 Regular Cab 2012,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Silverado 1500 Regular Cab 2012/00121.jpg
00122.jpg,61.0,124.0,628.0,427.0,GMC Yukon Hybrid SUV 2012,479,720,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/GMC Yukon Hybrid SUV 2012/00122.jpg
00123.jpg,18.0,77.0,617.0,403.0,Chevrolet Corvette Ron Fellows Edition Z06 2007,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Corvette Ron Fellows Edition Z06 2007/00123.jpg
00124.jpg,1.0,1.0,141.0,80.0,Ram C/V Cargo Van Minivan 2012,80,144,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ram C-V Cargo Van Minivan 2012/00124.jpg
00125.jpg,16.0,1.0,703.0,518.0,Bentley Continental GT Coupe 2007,540,720,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Bentley Continental GT Coupe 2007/00125.jpg
00126.jpg,58.0,56.0,477.0,279.0,BMW 3 Series Sedan 2012,368,490,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW 3 Series Sedan 2012/00126.jpg
00127.jpg,151.0,114.0,607.0,417.0,GMC Acadia SUV 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/GMC Acadia SUV 2012/00127.jpg
00128.jpg,122.0,149.0,743.0,455.0,Acura Integra Type R 2001,600,900,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Acura Integra Type R 2001/00128.jpg
00129.jpg,39.0,105.0,602.0,367.0,Ford Freestar Minivan 2007,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford Freestar Minivan 2007/00129.jpg
00130.jpg,27.0,74.0,774.0,449.0,Acura Integra Type R 2001,458,800,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Acura Integra Type R 2001/00130.jpg
00131.jpg,5.0,51.0,257.0,147.0,Dodge Ram Pickup 3500 Crew Cab 2010,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Ram Pickup 3500 Crew Cab 2010/00131.jpg
00132.jpg,29.0,23.0,462.0,332.0,Chevrolet Silverado 2500HD Regular Cab 2012,360,480,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Chevrolet Silverado 2500HD Regular Cab 2012/00132.jpg
00133.jpg,54.0,94.0,611.0,393.0,Audi S4 Sedan 2012,469,750,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Audi S4 Sedan 2012/00133.jpg
00134.jpg,50.0,84.0,739.0,287.0,BMW M6 Convertible 2010,303,802,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW M6 Convertible 2010/00134.jpg
00135.jpg,52.0,212.0,561.0,376.0,BMW 6 Series Convertible 2007,426,640,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/BMW 6 Series Convertible 2007/00135.jpg
00136.jpg,61.0,103.0,751.0,472.0,Ford Expedition EL SUV 2009,600,800,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Ford Expedition EL SUV 2009/00136.jpg
00137.jpg,64.0,187.0,959.0,617.0,Acura TL Type-S 2008,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Acura TL Type-S 2008/00137.jpg
00138.jpg,6.0,8.0,156.0,119.0,Dodge Dakota Crew Cab 2010,120,160,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Dodge Dakota Crew Cab 2010/00138.jpg
00139.jpg,144.0,235.0,531.0,474.0,Hyundai Veracruz SUV 2012,545,1000,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Veracruz SUV 2012/00139.jpg
00140.jpg,51.0,117.0,458.0,296.0,Honda Odyssey Minivan 2012,333,500,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Honda Odyssey Minivan 2012/00140.jpg
00141.jpg,12.0,56.0,398.0,297.0,Hyundai Sonata Sedan 2012,360,424,/content/drive/My Drive/capstone/Dataset/Car Images/Test Images/Hyundai Sonata Sedan 2012/00141.jpg
