Image_Name,Start_x,Start_y,End_x,End_y,Car_Name,Orig_img_height,Orig_img_width,Image_Path
03846.jpg,23.0,17.0,604.0,391.0,Suzuki Kizashi Sedan 2012,422,630,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Suzuki Kizashi Sedan 2012/03846.jpg
03947.jpg,358.0,113.0,1033.0,528.0,Suzuki SX4 Hatchback 2012,720,1280,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Suzuki SX4 Hatchback 2012/03947.jpg
02831_flip.jpg,208.0,166.0,708.0,571.0,Eagle Talon Hatchback 1998,768,1024,/content/drive/My Drive/capstone/augmented/02831_flip.jpg
07093.jpg,19.0,11.0,626.0,445.0,Hyundai Elantra Touring Hatchback 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Hyundai Elantra Touring Hatchback 2012/07093.jpg
01922.jpg,112.0,274.0,1534.0,886.0,Suzuki Kizashi Sedan 2012,1200,1600,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Suzuki Kizashi Sedan 2012/01922.jpg
07413_flip.jpg,31.0,62.0,621.0,414.0,Volvo XC90 SUV 2007,480,640,/content/drive/My Drive/capstone/augmented/07413_flip.jpg
04838_flip.jpg,20.0,40.0,166.0,99.0,Ford Mustang Convertible 2007,116,200,/content/drive/My Drive/capstone/augmented/04838_flip.jpg
06013.jpg,101.0,59.0,602.0,389.0,Volvo XC90 SUV 2007,458,688,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Volvo XC90 SUV 2007/06013.jpg
03471.jpg,140.0,368.0,1973.0,1006.0,Porsche Panamera Sedan 2012,1386,2100,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Porsche Panamera Sedan 2012/03471.jpg
01410.jpg,172.0,80.0,448.0,306.0,Ford Expedition EL SUV 2009,409,610,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford Expedition EL SUV 2009/01410.jpg
00961.jpg,1.0,86.0,585.0,475.0,Mercedes-Benz 300-Class Convertible 1993,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Mercedes-Benz 300-Class Convertible 1993/00961.jpg
01233_flip.jpg,8.0,93.0,630.0,422.0,Hyundai Sonata Sedan 2012,480,640,/content/drive/My Drive/capstone/augmented/01233_flip.jpg
05737_flip.jpg,20.0,212.0,621.0,377.0,Bugatti Veyron 16.4 Coupe 2009,500,650,/content/drive/My Drive/capstone/augmented/05737_flip.jpg
06750.jpg,14.0,122.0,626.0,377.0,Dodge Durango SUV 2007,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Dodge Durango SUV 2007/06750.jpg
03728.jpg,76.0,131.0,386.0,312.0,smart fortwo Convertible 2012,329,450,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/smart fortwo Convertible 2012/03728.jpg
01097_flip.jpg,91.0,99.0,529.0,381.0,Audi 100 Wagon 1994,480,637,/content/drive/My Drive/capstone/augmented/01097_flip.jpg
02239.jpg,55.0,41.0,969.0,673.0,Hyundai Veracruz SUV 2012,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Hyundai Veracruz SUV 2012/02239.jpg
03365.jpg,40.0,91.0,1504.0,983.0,Geo Metro Convertible 1993,1198,1600,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Geo Metro Convertible 1993/03365.jpg
05248.jpg,382.0,172.0,1249.0,883.0,Hyundai Veracruz SUV 2012,1200,1600,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Hyundai Veracruz SUV 2012/05248.jpg
05823.jpg,13.0,16.0,491.0,267.0,Mazda Tribute SUV 2011,275,500,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Mazda Tribute SUV 2011/05823.jpg
03909_flip.jpg,128.0,111.0,547.0,320.0,Audi R8 Coupe 2012,420,630,/content/drive/My Drive/capstone/augmented/03909_flip.jpg
00529_flip.jpg,45.0,44.0,563.0,415.0,Chevrolet Impala Sedan 2007,468,625,/content/drive/My Drive/capstone/augmented/00529_flip.jpg
07500_flip.jpg,20.0,27.0,613.0,413.0,smart fortwo Convertible 2012,420,630,/content/drive/My Drive/capstone/augmented/07500_flip.jpg
06176.jpg,27.0,98.0,624.0,390.0,Chevrolet Silverado 1500 Regular Cab 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Chevrolet Silverado 1500 Regular Cab 2012/06176.jpg
02111_flip.jpg,20.0,7.0,239.0,174.0,Acura TSX Sedan 2012,195,259,/content/drive/My Drive/capstone/augmented/02111_flip.jpg
03994.jpg,18.0,32.0,537.0,233.0,Chevrolet Cobalt SS 2010,318,640,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Chevrolet Cobalt SS 2010/03994.jpg
06635_flip.jpg,44.0,96.0,621.0,360.0,Bentley Continental Flying Spur Sedan 2007,480,640,/content/drive/My Drive/capstone/augmented/06635_flip.jpg
07883_flip.jpg,11.0,78.0,967.0,675.0,Dodge Durango SUV 2007,768,1024,/content/drive/My Drive/capstone/augmented/07883_flip.jpg
06708.jpg,106.0,168.0,752.0,512.0,Audi RS 4 Convertible 2008,617,832,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Audi RS 4 Convertible 2008/06708.jpg
02468_flip.jpg,80.0,366.0,951.0,637.0,BMW M5 Sedan 2010,768,1024,/content/drive/My Drive/capstone/augmented/02468_flip.jpg
02345_flip.jpg,25.0,74.0,368.0,282.0,Ford Edge SUV 2012,302,400,/content/drive/My Drive/capstone/augmented/02345_flip.jpg
02022_flip.jpg,133.0,61.0,582.0,318.0,Chevrolet Sonic Sedan 2012,365,740,/content/drive/My Drive/capstone/augmented/02022_flip.jpg
04680.jpg,21.0,41.0,238.0,135.0,Isuzu Ascender SUV 2008,183,275,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Isuzu Ascender SUV 2008/04680.jpg
05534_flip.jpg,17.0,46.0,247.0,156.0,Aston Martin V8 Vantage Convertible 2012,194,259,/content/drive/My Drive/capstone/augmented/05534_flip.jpg
01608.jpg,6.0,40.0,250.0,157.0,Audi A5 Coupe 2012,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Audi A5 Coupe 2012/01608.jpg
02085.jpg,13.0,40.0,257.0,143.0,Ford E-Series Wagon Van 2012,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford E-Series Wagon Van 2012/02085.jpg
06647_flip.jpg,12.0,7.0,289.0,232.0,Chevrolet Express Van 2007,240,320,/content/drive/My Drive/capstone/augmented/06647_flip.jpg
01388.jpg,24.0,41.0,277.0,198.0,Ford Expedition EL SUV 2009,225,300,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford Expedition EL SUV 2009/01388.jpg
07025.jpg,52.0,25.0,751.0,507.0,AM General Hummer SUV 2000,533,800,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/AM General Hummer SUV 2000/07025.jpg
04421_flip.jpg,36.0,1.0,1005.0,767.0,Land Rover Range Rover SUV 2012,768,1024,/content/drive/My Drive/capstone/augmented/04421_flip.jpg
06973_flip.jpg,167.0,196.0,1274.0,824.0,Hyundai Sonata Sedan 2012,938,1500,/content/drive/My Drive/capstone/augmented/06973_flip.jpg
00357_flip.jpg,31.0,47.0,415.0,255.0,Bentley Continental Supersports Conv. Convertible 2012,317,440,/content/drive/My Drive/capstone/augmented/00357_flip.jpg
04801.jpg,67.0,364.0,1549.0,1063.0,Toyota 4Runner SUV 2012,1200,1600,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Toyota 4Runner SUV 2012/04801.jpg
01954_flip.jpg,17.0,121.0,550.0,344.0,Audi TT Hatchback 2011,420,560,/content/drive/My Drive/capstone/augmented/01954_flip.jpg
06760.jpg,15.0,50.0,385.0,295.0,Ford Focus Sedan 2007,360,424,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford Focus Sedan 2007/06760.jpg
03198_flip.jpg,34.0,36.0,266.0,182.0,Chrysler Aspen SUV 2009,225,300,/content/drive/My Drive/capstone/augmented/03198_flip.jpg
06328.jpg,15.0,14.0,278.0,171.0,Acura TL Sedan 2012,183,300,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Acura TL Sedan 2012/06328.jpg
05326_flip.jpg,6.0,9.0,217.0,110.0,Audi 100 Sedan 1994,115,226,/content/drive/My Drive/capstone/augmented/05326_flip.jpg
02660.jpg,32.0,113.0,527.0,407.0,Plymouth Neon Coupe 1999,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Plymouth Neon Coupe 1999/02660.jpg
01118.jpg,65.0,85.0,602.0,419.0,GMC Terrain SUV 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/GMC Terrain SUV 2012/01118.jpg
03534.jpg,63.0,1.0,594.0,316.0,BMW X5 SUV 2007,426,640,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/BMW X5 SUV 2007/03534.jpg
07580.jpg,17.0,13.0,457.0,328.0,Land Rover Range Rover SUV 2012,333,500,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Land Rover Range Rover SUV 2012/07580.jpg
06799.jpg,72.0,114.0,1019.0,692.0,Ford GT Coupe 2006,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford GT Coupe 2006/06799.jpg
07100.jpg,33.0,170.0,587.0,374.0,MINI Cooper Roadster Convertible 2012,412,620,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/MINI Cooper Roadster Convertible 2012/07100.jpg
00946_flip.jpg,48.0,24.0,441.0,202.0,AM General Hummer SUV 2000,219,460,/content/drive/My Drive/capstone/augmented/00946_flip.jpg
03328.jpg,46.0,16.0,368.0,300.0,Dodge Sprinter Cargo Van 2009,300,400,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Dodge Sprinter Cargo Van 2009/03328.jpg
07848.jpg,142.0,52.0,639.0,475.0,Buick Enclave SUV 2012,533,800,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Buick Enclave SUV 2012/07848.jpg
06800.jpg,9.0,51.0,293.0,165.0,Bentley Continental GT Coupe 2012,200,300,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Bentley Continental GT Coupe 2012/06800.jpg
03997.jpg,1.0,1.0,477.0,335.0,Ford F-150 Regular Cab 2007,360,480,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford F-150 Regular Cab 2007/03997.jpg
04075.jpg,62.0,249.0,796.0,663.0,Audi S4 Sedan 2012,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Audi S4 Sedan 2012/04075.jpg
07291.jpg,31.0,31.0,1543.0,1018.0,FIAT 500 Abarth 2012,1200,1600,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/FIAT 500 Abarth 2012/07291.jpg
04510.jpg,107.0,109.0,444.0,255.0,Aston Martin V8 Vantage Coupe 2012,333,500,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Aston Martin V8 Vantage Coupe 2012/04510.jpg
04003_flip.jpg,81.0,241.0,994.0,717.0,Chevrolet Camaro Convertible 2012,782,1280,/content/drive/My Drive/capstone/augmented/04003_flip.jpg
00797.jpg,135.0,62.0,922.0,611.0,Volkswagen Golf Hatchback 1991,681,1000,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Volkswagen Golf Hatchback 1991/00797.jpg
00256.jpg,85.0,215.0,776.0,511.0,Audi S5 Convertible 2012,603,986,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Audi S5 Convertible 2012/00256.jpg
04040_flip.jpg,68.0,354.0,992.0,669.0,Audi S5 Convertible 2012,768,1024,/content/drive/My Drive/capstone/augmented/04040_flip.jpg
04453.jpg,80.0,145.0,443.0,288.0,Chevrolet Corvette ZR1 2012,332,500,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Chevrolet Corvette ZR1 2012/04453.jpg
07489.jpg,108.0,222.0,554.0,446.0,Plymouth Neon Coupe 1999,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Plymouth Neon Coupe 1999/07489.jpg
02702_flip.jpg,15.0,122.0,390.0,281.0,BMW X3 SUV 2012,300,400,/content/drive/My Drive/capstone/augmented/02702_flip.jpg
07982.jpg,21.0,111.0,626.0,317.0,Rolls-Royce Ghost Sedan 2012,406,650,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Rolls-Royce Ghost Sedan 2012/07982.jpg
04375_flip.jpg,310.0,167.0,602.0,372.0,BMW X3 SUV 2012,469,750,/content/drive/My Drive/capstone/augmented/04375_flip.jpg
04180_flip.jpg,96.0,151.0,599.0,449.0,Chevrolet Avalanche Crew Cab 2012,480,640,/content/drive/My Drive/capstone/augmented/04180_flip.jpg
02363_flip.jpg,26.0,25.0,283.0,157.0,AM General Hummer SUV 2000,183,300,/content/drive/My Drive/capstone/augmented/02363_flip.jpg
04987.jpg,76.0,81.0,660.0,420.0,Hyundai Santa Fe SUV 2012,469,750,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Hyundai Santa Fe SUV 2012/04987.jpg
05530_flip.jpg,45.0,63.0,269.0,163.0,Lamborghini Gallardo LP 570-4 Superleggera 2012,183,300,/content/drive/My Drive/capstone/augmented/05530_flip.jpg
00740_flip.jpg,37.0,77.0,582.0,342.0,Acura TL Sedan 2012,389,632,/content/drive/My Drive/capstone/augmented/00740_flip.jpg
02597.jpg,48.0,92.0,209.0,181.0,Chevrolet Silverado 1500 Classic Extended Cab 2007,250,250,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Chevrolet Silverado 1500 Classic Extended Cab 2007/02597.jpg
04050_flip.jpg,50.0,363.0,1129.0,740.0,Chrysler 300 SRT-8 2010,782,1280,/content/drive/My Drive/capstone/augmented/04050_flip.jpg
06214.jpg,27.0,5.0,239.0,182.0,BMW X3 SUV 2012,194,259,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/BMW X3 SUV 2012/06214.jpg
06697.jpg,76.0,104.0,455.0,284.0,Ram C/V Cargo Van Minivan 2012,373,560,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ram C-V Cargo Van Minivan 2012/06697.jpg
02528.jpg,13.0,17.0,313.0,178.0,Bentley Continental Supersports Conv. Convertible 2012,192,320,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Bentley Continental Supersports Conv. Convertible 2012/02528.jpg
01515.jpg,51.0,157.0,994.0,606.0,Audi S5 Coupe 2012,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Audi S5 Coupe 2012/01515.jpg
05052_flip.jpg,83.0,93.0,686.0,425.0,Acura TL Sedan 2012,469,750,/content/drive/My Drive/capstone/augmented/05052_flip.jpg
00322.jpg,9.0,304.0,1009.0,677.0,Chevrolet Silverado 1500 Regular Cab 2012,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Chevrolet Silverado 1500 Regular Cab 2012/00322.jpg
01999.jpg,68.0,120.0,433.0,330.0,HUMMER H3T Crew Cab 2010,708,500,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/HUMMER H3T Crew Cab 2010/01999.jpg
04986_flip.jpg,14.0,95.0,483.0,337.0,GMC Yukon Hybrid SUV 2012,375,500,/content/drive/My Drive/capstone/augmented/04986_flip.jpg
05005_flip.jpg,56.0,60.0,346.0,222.0,Ford Focus Sedan 2007,300,400,/content/drive/My Drive/capstone/augmented/05005_flip.jpg
05092.jpg,26.0,48.0,459.0,335.0,Ford F-150 Regular Cab 2012,360,480,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford F-150 Regular Cab 2012/05092.jpg
01953.jpg,61.0,368.0,1223.0,836.0,Chevrolet Corvette ZR1 2012,960,1280,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Chevrolet Corvette ZR1 2012/01953.jpg
00633_flip.jpg,84.0,285.0,599.0,699.0,MINI Cooper Roadster Convertible 2012,980,653,/content/drive/My Drive/capstone/augmented/00633_flip.jpg
03742.jpg,14.0,52.0,443.0,276.0,Honda Odyssey Minivan 2007,342,456,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Honda Odyssey Minivan 2007/03742.jpg
00394.jpg,229.0,126.0,624.0,345.0,Jeep Liberty SUV 2012,480,720,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Jeep Liberty SUV 2012/00394.jpg
02870.jpg,20.0,56.0,625.0,411.0,Volvo 240 Sedan 1993,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Volvo 240 Sedan 1993/02870.jpg
04424.jpg,247.0,284.0,892.0,538.0,Hyundai Sonata Hybrid Sedan 2012,603,986,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Hyundai Sonata Hybrid Sedan 2012/04424.jpg
05836.jpg,283.0,189.0,607.0,436.0,Mitsubishi Lancer Sedan 2012,575,920,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Mitsubishi Lancer Sedan 2012/05836.jpg
07494.jpg,299.0,285.0,988.0,542.0,Mitsubishi Lancer Sedan 2012,768,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Mitsubishi Lancer Sedan 2012/07494.jpg
04860.jpg,56.0,229.0,742.0,463.0,Suzuki Kizashi Sedan 2012,524,800,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Suzuki Kizashi Sedan 2012/04860.jpg
03901_flip.jpg,18.0,38.0,281.0,203.0,Chevrolet Avalanche Crew Cab 2012,225,300,/content/drive/My Drive/capstone/augmented/03901_flip.jpg
00897.jpg,30.0,34.0,513.0,274.0,Bentley Continental Flying Spur Sedan 2007,300,560,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Bentley Continental Flying Spur Sedan 2007/00897.jpg
06989.jpg,11.0,48.0,1008.0,491.0,Nissan Juke Hatchback 2012,511,1024,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Nissan Juke Hatchback 2012/06989.jpg
06330_flip.jpg,31.0,73.0,792.0,429.0,Geo Metro Convertible 1993,600,800,/content/drive/My Drive/capstone/augmented/06330_flip.jpg
06143.jpg,85.0,119.0,644.0,374.0,Hyundai Sonata Hybrid Sedan 2012,469,750,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Hyundai Sonata Hybrid Sedan 2012/06143.jpg
06605.jpg,10.0,8.0,747.0,582.0,BMW X5 SUV 2007,591,750,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/BMW X5 SUV 2007/06605.jpg
00632_flip.jpg,59.0,224.0,869.0,575.0,Audi S4 Sedan 2007,768,1024,/content/drive/My Drive/capstone/augmented/00632_flip.jpg
06070.jpg,128.0,61.0,529.0,420.0,Hyundai Elantra Touring Hatchback 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Hyundai Elantra Touring Hatchback 2012/06070.jpg
01319_flip.jpg,59.0,115.0,378.0,249.0,Suzuki Aerio Sedan 2007,326,434,/content/drive/My Drive/capstone/augmented/01319_flip.jpg
00598_flip.jpg,25.0,84.0,280.0,198.0,BMW 1 Series Coupe 2012,221,300,/content/drive/My Drive/capstone/augmented/00598_flip.jpg
07553.jpg,30.0,59.0,287.0,177.0,Audi S4 Sedan 2007,237,316,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Audi S4 Sedan 2007/07553.jpg
07329.jpg,10.0,21.0,289.0,170.0,Hyundai Sonata Hybrid Sedan 2012,199,300,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Hyundai Sonata Hybrid Sedan 2012/07329.jpg
08032_flip.jpg,42.0,107.0,481.0,313.0,BMW M3 Coupe 2012,390,520,/content/drive/My Drive/capstone/augmented/08032_flip.jpg
01385.jpg,150.0,109.0,605.0,407.0,Ram C/V Cargo Van Minivan 2012,480,640,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ram C-V Cargo Van Minivan 2012/01385.jpg
05707.jpg,13.0,36.0,264.0,198.0,Bentley Continental Flying Spur Sedan 2007,198,264,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Bentley Continental Flying Spur Sedan 2007/05707.jpg
07678_flip.jpg,519.0,438.0,1460.0,1152.0,BMW X6 SUV 2012,1481,2000,/content/drive/My Drive/capstone/augmented/07678_flip.jpg
06825.jpg,117.0,226.0,1404.0,1055.0,Ford F-150 Regular Cab 2007,1155,1467,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford F-150 Regular Cab 2007/06825.jpg
02262.jpg,57.0,112.0,543.0,316.0,Volvo C30 Hatchback 2012,366,600,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Volvo C30 Hatchback 2012/02262.jpg
06292_flip.jpg,36.0,185.0,990.0,629.0,Acura TSX Sedan 2012,768,1024,/content/drive/My Drive/capstone/augmented/06292_flip.jpg
